t		x	y	z	Vx	Vy	Vz		x	y	z	Vx	Vy	Vz
52500		-229962227.8	-279978312	-69983530.32	1.458077881	0.809941561	0.658847362		103179872	-112762804.2	95661343.92	381.4874023	-465.8320654	746.448874
52560		-229962140.3	-279978263.4	-69983490.79	1.459801473	0.810806692	0.659704367		103202761.2	-112790754.1	95706130.86	381.3473087	-465.9023832	746.3792166
52620		-229962052.7	-279978214.7	-69983451.2	1.461525184	0.811671677	0.660561603		103225642.1	-112818708.2	95750913.61	381.2072055	-465.9726892	746.3095405
52680		-229961965	-279978166	-69983411.57	1.463249012	0.812536518	0.66141907		103248514.5	-112846666.6	95795692.18	381.0670927	-466.0429835	746.2398455
52740		-229961877.2	-279978117.3	-69983371.89	1.464972958	0.813401214	0.662276769		103271378.5	-112874629.2	95840466.57	380.9269703	-466.113266	746.1701317
52800		-229961789.3	-279978068.5	-69983332.15	1.466697023	0.814265765	0.663134699		103294234.2	-112902596	95885236.78	380.7868383	-466.1835367	746.1003991
52860		-229961701.3	-279978019.6	-69983292.36	1.468421204	0.815130171	0.663992861		103317081.4	-112930567	95930002.8	380.6466968	-466.2537957	746.0306477
52920		-229961613.2	-279977970.7	-69983252.52	1.470145504	0.815994432	0.664851254		103339920.2	-112958542.2	95974764.64	380.5065457	-466.3240428	745.9608775
52980		-229961525	-279977921.7	-69983212.63	1.471869921	0.816858548	0.665709879		103362750.6	-112986521.7	96019522.3	380.366385	-466.3942782	745.8910885
53040		-229961436.7	-279977872.7	-69983172.69	1.473594456	0.817722519	0.666568735		103385572.5	-113014505.3	96064275.76	380.2262148	-466.4645018	745.8212807
53100		-229961348.3	-279977823.7	-69983132.69	1.475319109	0.818586345	0.667427822		103408386.1	-113042493.2	96109025.04	380.086035	-466.5347136	745.751454
53160		-229961259.7	-279977774.5	-69983092.65	1.477043879	0.819450026	0.668287141		103431191.3	-113070485.3	96153770.13	379.9458456	-466.6049136	745.6816086
53220		-229961171.1	-279977725.4	-69983052.55	1.478768767	0.820313562	0.66914669		103453988	-113098481.6	96198511.02	379.8056467	-466.6751018	745.6117444
53280		-229961082.4	-279977676.2	-69983012.4	1.480493772	0.821176953	0.670006472		103476776.4	-113126482.1	96243247.73	379.6654383	-466.7452782	745.5418614
53340		-229960993.6	-279977626.9	-69982972.2	1.482218895	0.822040198	0.670866484		103499556.3	-113154486.8	96287980.24	379.5252203	-466.8154428	745.4719595
53400		-229960904.6	-279977577.6	-69982931.95	1.483944135	0.822903299	0.671726728		103522327.8	-113182495.7	96332708.56	379.3849927	-466.8855956	745.4020389
53460		-229960815.6	-279977528.2	-69982891.65	1.485669492	0.823766254	0.672587202		103545090.9	-113210508.9	96377432.68	379.2447556	-466.9557367	745.3320995
53520		-229960726.5	-279977478.8	-69982851.29	1.487394967	0.824629064	0.673447908		103567845.6	-113238526.2	96422152.6	379.104509	-467.0258659	745.2621413
53580		-229960637.2	-279977429.3	-69982810.88	1.489120559	0.825491729	0.674308846		103590591.9	-113266547.7	96466868.33	378.9642529	-467.0959833	745.1921643
53640		-229960547.9	-279977379.8	-69982770.43	1.490846268	0.826354249	0.675170014		103613329.7	-113294573.5	96511579.86	378.8239872	-467.1660889	745.1221685
53700		-229960458.4	-279977330.2	-69982729.92	1.492572095	0.827216623	0.676031413		103636059.2	-113322603.5	96556287.19	378.683712	-467.2361827	745.052154
53760		-229960368.9	-279977280.5	-69982689.35	1.494298038	0.828078852	0.676893044		103658780.2	-113350637.6	96600990.32	378.5434273	-467.3062647	744.9821206
53820		-229960279.2	-279977230.9	-69982648.74	1.496024099	0.828940936	0.677754905		103681492.8	-113378676	96645689.25	378.403133	-467.3763349	744.9120685
53880		-229960189.4	-279977181.1	-69982608.07	1.497750277	0.829802875	0.678616998		103704197	-113406718.6	96690383.97	378.2628293	-467.4463933	744.8419976
53940		-229960099.6	-279977131.3	-69982567.36	1.499476571	0.830664668	0.679479322		103726892.7	-113434765.4	96735074.49	378.122516	-467.5164399	744.7719079
54000		-229960009.6	-279977081.5	-69982526.59	1.501202983	0.831526316	0.680341876		103749580.1	-113462816.4	96779760.81	377.9821932	-467.5864746	744.7017995
54060		-229959919.5	-279977031.6	-69982485.77	1.502929511	0.832387818	0.681204662		103772259	-113490871.6	96824442.92	377.841861	-467.6564976	744.6316722
54120		-229959829.4	-279976981.7	-69982444.9	1.504656157	0.833249175	0.682067679		103794929.5	-113518930.9	96869120.82	377.7015192	-467.7265087	744.5615262
54180		-229959739.1	-279976931.7	-69982403.97	1.506382919	0.834110387	0.682930926		103817591.6	-113546994.5	96913794.51	377.5611679	-467.796508	744.4913614
54240		-229959648.7	-279976881.6	-69982363	1.508109798	0.834971453	0.683794405		103840245.3	-113575062.3	96958463.99	377.4208072	-467.8664955	744.4211779
54300		-229959558.2	-279976831.5	-69982321.97	1.509836794	0.835832374	0.684658114		103862890.6	-113603134.3	97003129.26	377.2804369	-467.9364711	744.3509756
54360		-229959467.6	-279976781.4	-69982280.89	1.511563906	0.836693149	0.685522054		103885527.4	-113631210.5	97047790.32	377.1400572	-468.0064349	744.2807545
54420		-229959376.9	-279976731.2	-69982239.76	1.513291135	0.837553779	0.686386225		103908155.8	-113659290.9	97092447.16	376.999668	-468.0763869	744.2105147
54480		-229959286.1	-279976680.9	-69982198.57	1.515018481	0.838414263	0.687250627		103930775.8	-113687375.5	97137099.79	376.8592693	-468.1463271	744.140256
54540		-229959195.2	-279976630.6	-69982157.34	1.516745943	0.839274601	0.68811526		103953387.3	-113715464.3	97181748.21	376.7188611	-468.2162554	744.0699787
54600		-229959104.2	-279976580.3	-69982116.05	1.518473522	0.840134794	0.688980124		103975990.5	-113743557.2	97226392.41	376.5784435	-468.2861719	743.9996826
54660		-229959013.1	-279976529.8	-69982074.71	1.520201217	0.840994842	0.689845218		103998585.2	-113771654.4	97271032.39	376.4380164	-468.3560766	743.9293677
54720		-229958921.9	-279976479.4	-69982033.32	1.521929029	0.841854744	0.690710543		104021171.4	-113799755.8	97315668.15	376.2975798	-468.4259694	743.859034
54780		-229958830.6	-279976428.9	-69981991.88	1.523656957	0.8427145	0.691576099		104043749.3	-113827861.3	97360299.69	376.1571338	-468.4958504	743.7886817
54840		-229958739.2	-279976378.3	-69981950.39	1.525385001	0.84357411	0.692441885		104066318.7	-113855971.1	97404927.01	376.0166783	-468.5657196	743.7183105
54900		-229958647.6	-279976327.7	-69981908.84	1.527113162	0.844433575	0.693307902		104088879.7	-113884085	97449550.11	375.8762134	-468.6355769	743.6479206
54960		-229958556	-279976277	-69981867.24	1.528841439	0.845292894	0.69417415		104111432.3	-113912203.2	97494168.99	375.735739	-468.7054224	743.577512
55020		-229958464.3	-279976226.3	-69981825.59	1.530569832	0.846152067	0.695040628		104133976.4	-113940325.5	97538783.64	375.5952552	-468.775256	743.5070846
55080		-229958372.5	-279976175.5	-69981783.89	1.532298341	0.847011095	0.695907338		104156512.2	-113968452	97583394.06	375.4547619	-468.8450777	743.4366385
55140		-229958280.5	-279976124.7	-69981742.13	1.534026967	0.847869976	0.696774277		104179039.4	-113996582.7	97628000.26	375.3142592	-468.9148877	743.3661736
55200		-229958188.5	-279976073.9	-69981700.33	1.535755708	0.848728712	0.697641447		104201558.3	-114024717.6	97672602.23	375.1737471	-468.9846857	743.29569
55260		-229958096.3	-279976022.9	-69981658.47	1.537484566	0.849587302	0.698508848		104224068.7	-114052856.7	97717199.97	375.0332255	-469.054472	743.2251877
55320		-229958004.1	-279975972	-69981616.56	1.539213539	0.850445747	0.699376479		104246570.7	-114080999.9	97761793.49	374.8926945	-469.1242463	743.1546666
55380		-229957911.7	-279975920.9	-69981574.6	1.540942629	0.851304045	0.700244341		104269064.3	-114109147.4	97806382.77	374.7521541	-469.1940088	743.0841268
55440		-229957819.3	-279975869.9	-69981532.58	1.542671834	0.852162198	0.701112433		104291549.4	-114137299	97850967.81	374.6116042	-469.2637595	743.0135682
55500		-229957726.7	-279975818.7	-69981490.51	1.544401155	0.853020204	0.701980756		104314026.1	-114165454.9	97895548.63	374.471045	-469.3334983	742.9429909
55560		-229957634	-279975767.5	-69981448.4	1.546130592	0.853878065	0.702849309		104336494.4	-114193614.9	97940125.21	374.3304763	-469.4032252	742.8723949
55620		-229957541.3	-279975716.3	-69981406.22	1.547860145	0.854735779	0.703718092		104358954.2	-114221779.1	97984697.55	374.1898982	-469.4729403	742.8017802
55680		-229957448.4	-279975665	-69981364	1.549589814	0.855593348	0.704587106		104381405.6	-114249947.4	98029265.66	374.0493107	-469.5426435	742.7311467
55740		-229957355.4	-279975613.7	-69981321.73	1.551319598	0.856450771	0.705456351		104403848.5	-114278120	98073829.53	373.9087138	-469.6123348	742.6604945
55800		-229957262.4	-279975562.3	-69981279.4	1.553049498	0.857308048	0.706325825		104426283.1	-114306296.7	98118389.16	373.7681075	-469.6820143	742.5898236
55860		-229957169.2	-279975510.9	-69981237.02	1.554779513	0.858165178	0.70719553		104448709.2	-114334477.7	98162944.55	373.6274919	-469.7516819	742.519134
55920		-229957075.9	-279975459.4	-69981194.59	1.556509644	0.859022163	0.708065465		104471126.8	-114362662.8	98207495.69	373.4868668	-469.8213376	742.4484256
55980		-229956982.5	-279975407.8	-69981152.1	1.558239891	0.859879001	0.708935631		104493536	-114390852	98252042.6	373.3462323	-469.8909814	742.3776986
56040		-229956889	-279975356.2	-69981109.57	1.559970252	0.860735694	0.709806027		104515936.8	-114419045.5	98296585.26	373.2055885	-469.9606134	742.3069528
56100		-229956795.4	-279975304.6	-69981066.98	1.56170073	0.86159224	0.710676653		104538329.1	-114447243.1	98341123.68	373.0649352	-470.0302335	742.2361883
56160		-229956701.7	-279975252.9	-69981024.34	1.563431322	0.86244864	0.711547509		104560713	-114475445	98385657.85	372.9242726	-470.0998417	742.1654051
56220		-229956607.9	-279975201.2	-69980981.65	1.565162031	0.863304894	0.712418595		104583088.5	-114503650.9	98430187.77	372.7836006	-470.1694381	742.0946031
56280		-229956514	-279975149.4	-69980938.9	1.566892854	0.864161002	0.713289912		104605455.5	-114531861.1	98474713.45	372.6429193	-470.2390225	742.0237825
56340		-229956420	-279975097.5	-69980896.1	1.568623792	0.865016963	0.714161458		104627814.1	-114560075.5	98519234.88	372.5022286	-470.3085951	741.9529432
56400		-229956325.8	-279975045.6	-69980853.25	1.570354846	0.865872778	0.715033235		104650164.2	-114588294	98563752.05	372.3615285	-470.3781557	741.8820852
56460		-229956231.6	-279974993.6	-69980810.35	1.572086015	0.866728447	0.715905242		104672505.9	-114616516.7	98608264.98	372.2208191	-470.4477045	741.8112084
56520		-229956137.3	-279974941.6	-69980767.4	1.573817299	0.86758397	0.716777479		104694839.1	-114644743.5	98652773.65	372.0801003	-470.5172414	741.740313
56580		-229956042.9	-279974889.6	-69980724.39	1.575548698	0.868439346	0.717649946		104717163.9	-114672974.6	98697278.07	371.9393721	-470.5867665	741.6693988
56640		-229955948.3	-279974837.5	-69980681.33	1.577280212	0.869294576	0.718522643		104739480.3	-114701209.8	98741778.23	371.7986346	-470.6562796	741.598466
56700		-229955853.7	-279974785.3	-69980638.22	1.579011841	0.87014966	0.71939557		104761788.2	-114729449.1	98786274.14	371.6578878	-470.7257808	741.5275145
56760		-229955759	-279974733.1	-69980595.06	1.580743585	0.871004597	0.720268727		104784087.7	-114757692.7	98830765.79	371.5171316	-470.7952701	741.4565442
56820		-229955664.1	-279974680.9	-69980551.84	1.582475444	0.871859388	0.721142115		104806378.7	-114785940.4	98875253.19	371.3763661	-470.8647475	741.3855553
56880		-229955569.2	-279974628.5	-69980508.57	1.584207417	0.872714033	0.722015732		104828661.3	-114814192.3	98919736.32	371.2355912	-470.9342131	741.3145477
56940		-229955474.1	-279974576.2	-69980465.25	1.585939506	0.873568531	0.722889578		104850935.4	-114842448.3	98964215.19	371.0948071	-471.0036667	741.2435214
57000		-229955379	-279974523.8	-69980421.88	1.587671709	0.874422883	0.723763655		104873201.1	-114870708.6	99008689.8	370.9540135	-471.0731084	741.1724765
57060		-229955283.7	-279974471.3	-69980378.45	1.589404027	0.875277088	0.724637962		104895458.4	-114898972.9	99053160.15	370.8132107	-471.1425382	741.1014128
57120		-229955188.3	-279974418.8	-69980334.97	1.59113646	0.876131146	0.725512498		104917707.2	-114927241.5	99097626.24	370.6723986	-471.2119561	741.0303304
57180		-229955092.9	-279974366.2	-69980291.44	1.592869007	0.876985059	0.726387265		104939947.5	-114955514.2	99142088.06	370.5315771	-471.2813621	740.9592294
57240		-229954997.3	-279974313.6	-69980247.86	1.594601668	0.877838824	0.727262261		104962179.4	-114983791.1	99186545.61	370.3907463	-471.3507562	740.8881097
57300		-229954901.6	-279974260.9	-69980204.22	1.596334445	0.878692443	0.728137487		104984402.9	-115012072.1	99230998.9	370.2499062	-471.4201383	740.8169713
57360		-229954805.8	-279974208.2	-69980160.54	1.598067336	0.879545916	0.729012943		105006617.8	-115040357.3	99275447.91	370.1090568	-471.4895086	740.7458143
57420		-229954710	-279974155.4	-69980116.79	1.599800341	0.880399241	0.729888628		105028824.4	-115068646.7	99319892.66	369.9681981	-471.5588669	740.6746385
57480		-229954614	-279974102.6	-69980073	1.60153346	0.88125242	0.730764543		105051022.5	-115096940.3	99364333.14	369.8273301	-471.6282134	740.6034441
57540		-229954517.9	-279974049.7	-69980029.16	1.603266694	0.882105453	0.731640688		105073212.1	-115125237.9	99408769.35	369.6864529	-471.6975479	740.5322311
57600		-229954421.7	-279973996.8	-69979985.26	1.605000043	0.882958339	0.732517063		105095393.3	-115153539.8	99453201.28	369.5455663	-471.7668704	740.4609993
57660		-229954325.4	-279973943.8	-69979941.31	1.606733505	0.883811078	0.733393667		105117566	-115181845.8	99497628.94	369.4046704	-471.8361811	740.3897489
57720		-229954229	-279973890.8	-69979897.3	1.608467082	0.88466367	0.734270501		105139730.3	-115210156	99542052.33	369.2637653	-471.9054798	740.3184798
57780		-229954132.5	-279973837.7	-69979853.25	1.610200773	0.885516116	0.735147564		105161886.1	-115238470.3	99586471.44	369.1228508	-471.9747666	740.2471921
57840		-229954035.9	-279973784.6	-69979809.14	1.611934578	0.886368415	0.736024857		105184033.5	-115266788.8	99630886.27	368.9819271	-472.0440415	740.1758857
57900		-229953939.1	-279973731.4	-69979764.98	1.613668497	0.887220567	0.73690238		105206172.4	-115295111.4	99675296.82	368.8409941	-472.1133044	740.1045607
57960		-229953842.3	-279973678.2	-69979720.76	1.61540253	0.888072572	0.737780132		105228302.9	-115323438.2	99719703.09	368.7000519	-472.1825554	740.033217
58020		-229953745.4	-279973624.9	-69979676.49	1.617136677	0.888924431	0.738658114		105250424.9	-115351769.2	99764105.09	368.5591004	-472.2517945	739.9618546
58080		-229953648.4	-279973571.6	-69979632.17	1.618870938	0.889776142	0.739536325		105272538.4	-115380104.3	99808502.8	368.4181396	-472.3210216	739.8904736
58140		-229953551.2	-279973518.2	-69979587.8	1.620605313	0.890627707	0.740414765		105294643.5	-115408443.6	99852896.23	368.2771696	-472.3902368	739.8190739
58200		-229953454	-279973464.7	-69979543.38	1.622339802	0.891479125	0.741293435		105316740.2	-115436787	99897285.37	368.1361903	-472.4594401	739.7476556
58260		-229953356.7	-279973411.2	-69979498.9	1.624074405	0.892330396	0.742172335		105338828.3	-115465134.5	99941670.23	367.9952017	-472.5286314	739.6762186
58320		-229953259.2	-279973357.7	-69979454.37	1.625809121	0.89318152	0.743051464		105360908	-115493486.3	99986050.8	367.854204	-472.5978108	739.604763
58380		-229953161.7	-279973304.1	-69979409.79	1.627543952	0.894032497	0.743930822		105382979.3	-115521842.1	100030427.1	367.7131969	-472.6669782	739.5332887
58440		-229953064	-279973250.5	-69979365.15	1.629278895	0.894883327	0.74481041		105405042.1	-115550202.1	100074799.1	367.5721807	-472.7361337	739.4617958
58500		-229952966.3	-279973196.8	-69979320.46	1.631013953	0.89573401	0.745690227		105427096.4	-115578566.3	100119166.8	367.4311551	-472.8052772	739.3902843
58560		-229952868.4	-279973143	-69979275.72	1.632749124	0.896584546	0.746570273		105449142.3	-115606934.6	100163530.2	367.2901204	-472.8744088	739.3187541
58620		-229952770.4	-279973089.2	-69979230.93	1.634484409	0.897434935	0.747450549		105471179.7	-115635307.1	100207889.3	367.1490764	-472.9435284	739.2472053
58680		-229952672.4	-279973035.4	-69979186.08	1.636219807	0.898285177	0.748331054		105493208.6	-115663683.7	100252244.2	367.0080232	-473.0126361	739.1756379
58740		-229952574.2	-279972981.5	-69979141.18	1.637955319	0.899135271	0.749211788		105515229.1	-115692064.5	100296594.7	366.8669608	-473.0817318	739.1040518
58800		-229952475.9	-279972927.5	-69979096.23	1.639690944	0.899985219	0.750092751		105537241.1	-115720449.4	100340941	366.7258892	-473.1508156	739.032447
58860		-229952377.5	-279972873.5	-69979051.22	1.641426682	0.90083502	0.750973944		105559244.7	-115748838.4	100385282.9	366.5848083	-473.2198874	738.9608237
58920		-229952279	-279972819.5	-69979006.16	1.643162534	0.901684673	0.751855365		105581239.8	-115777231.6	100429620.5	366.4437182	-473.2889472	738.8891817
58980		-229952180.5	-279972765.4	-69978961.05	1.644898499	0.902534179	0.752737016		105603226.4	-115805628.9	100473953.9	366.302619	-473.3579951	738.8175211
59040		-229952081.8	-279972711.2	-69978915.89	1.646634577	0.903383538	0.753618896		105625204.6	-115834030.4	100518282.9	366.1615105	-473.427031	738.7458419
59100		-229951983	-279972657	-69978870.67	1.648370769	0.90423275	0.754501005		105647174.3	-115862436	100562607.7	366.0203928	-473.496055	738.6741441
59160		-229951884.1	-279972602.8	-69978825.4	1.650107074	0.905081815	0.755383344		105669135.5	-115890845.8	100606928.1	365.8792659	-473.565067	738.6024276
59220		-229951785.1	-279972548.5	-69978780.08	1.651843491	0.905930732	0.756265911		105691088.2	-115919259.7	100651244.3	365.7381299	-473.634067	738.5306925
59280		-229951685.9	-279972494.1	-69978734.7	1.653580022	0.906779502	0.757148707		105713032.5	-115947677.8	100695556.1	365.5969846	-473.703055	738.4589388
59340		-229951586.7	-279972439.7	-69978689.27	1.655316666	0.907628125	0.758031733		105734968.3	-115976099.9	100739863.7	365.4558302	-473.7720311	738.3871665
59400		-229951487.4	-279972385.3	-69978643.79	1.657053423	0.9084766	0.758914987		105756895.7	-116004526.3	100784166.9	365.3146665	-473.8409952	738.3153755
59460		-229951388	-279972330.8	-69978598.26	1.658790293	0.909324928	0.75979847		105778814.6	-116032956.7	100828465.8	365.1734937	-473.9099473	738.243566
59520		-229951288.5	-279972276.2	-69978552.67	1.660527275	0.910173109	0.760682183		105800725	-116061391.3	100872760.4	365.0323117	-473.9788874	738.1717378
59580		-229951188.8	-279972221.6	-69978507.03	1.662264371	0.911021142	0.761566124		105822626.9	-116089830.1	100917050.7	364.8911206	-474.0478156	738.0998911
59640		-229951089.1	-279972166.9	-69978461.33	1.664001579	0.911869028	0.762450294		105844520.4	-116118272.9	100961336.7	364.7499203	-474.1167318	738.0280257
59700		-229950989.3	-279972112.2	-69978415.59	1.6657389	0.912716766	0.763334693		105866405.4	-116146719.9	101005618.4	364.6087108	-474.1856359	737.9561418
59760		-229950889.3	-279972057.4	-69978369.79	1.667476334	0.913564357	0.764219321		105888281.9	-116175171.1	101049895.8	364.4674921	-474.2545282	737.8842392
59820		-229950789.3	-279972002.6	-69978323.93	1.669213881	0.9144118	0.765104178		105910150	-116203626.3	101094168.8	364.3262643	-474.3234084	737.812318
59880		-229950689.1	-279971947.8	-69978278.03	1.67095154	0.915259096	0.765989263		105932009.5	-116232085.7	101138437.6	364.1850273	-474.3922766	737.7403782
59940		-229950588.8	-279971892.9	-69978232.07	1.672689311	0.916106245	0.766874578		105953860.6	-116260549.3	101182702	364.0437812	-474.4611328	737.6684199
60000		-229950488.5	-279971837.9	-69978186.05	1.674427195	0.916953245	0.767760121		105975703.3	-116289016.9	101226962.1	363.902526	-474.5299771	737.5964429
60060		-229950388	-279971782.9	-69978139.99	1.676165192	0.917800099	0.768645893		105997537.4	-116317488.7	101271217.9	363.7612616	-474.5988093	737.5244473
60120		-229950287.5	-279971727.8	-69978093.87	1.677903301	0.918646804	0.769531893		106019363.1	-116345964.7	101315469.4	363.619988	-474.6676296	737.4524332
60180		-229950186.8	-279971672.7	-69978047.7	1.679641523	0.919493362	0.770418123		106041180.3	-116374444.7	101359716.5	363.4787054	-474.7364378	737.3804005
60240		-229950086	-279971617.5	-69978001.47	1.681379857	0.920339773	0.771304581		106062989	-116402928.9	101403959.3	363.3374135	-474.8052341	737.3083491
60300		-229949985.1	-279971562.3	-69977955.19	1.683118303	0.921186036	0.772191267		106084789.3	-116431417.2	101448197.8	363.1961126	-474.8740184	737.2362792
60360		-229949884.1	-279971507	-69977908.86	1.684856861	0.922032151	0.773078183		106106581	-116459909.7	101492432	363.0548025	-474.9427906	737.1641907
60420		-229949783	-279971451.7	-69977862.48	1.686595532	0.922878118	0.773965327		106128364.3	-116488406.2	101536661.9	362.9134834	-475.0115509	737.0920837
60480		-229949681.8	-279971396.3	-69977816.04	1.688334315	0.923723938	0.774852699		106150139.1	-116516906.9	101580887.4	362.7721551	-475.0802991	737.019958
60540		-229949580.5	-279971340.9	-69977769.55	1.69007321	0.92456961	0.7757403		106171905.4	-116545411.7	101625108.6	362.6308176	-475.1490353	736.9478138
60600		-229949479.1	-279971285.4	-69977723.01	1.691812217	0.925415134	0.77662813		106193663.3	-116573920.7	101669325.5	362.4894711	-475.2177595	736.875651
60660		-229949377.6	-279971229.9	-69977676.41	1.693551336	0.92626051	0.777516188		106215412.7	-116602433.8	101713538	362.3481155	-475.2864718	736.8034696
60720		-229949276	-279971174.3	-69977629.76	1.695290567	0.927105739	0.778404475		106237153.5	-116630950.9	101757746.2	362.2067507	-475.355172	736.7312696
60780		-229949174.3	-279971118.7	-69977583.05	1.69702991	0.92795082	0.77929299		106258886	-116659472.3	101801950.1	362.0653769	-475.4238601	736.6590511
60840		-229949072.5	-279971063	-69977536.29	1.698769365	0.928795753	0.780181733		106280609.9	-116687997.7	101846149.6	361.923994	-475.4925363	736.586814
60900		-229948970.5	-279971007.3	-69977489.48	1.700508932	0.929640538	0.781070705		106302325.3	-116716527.2	101890344.8	361.7826019	-475.5612004	736.5145583
60960		-229948868.5	-279970951.5	-69977442.62	1.702248611	0.930485175	0.781959906		106324032.3	-116745060.9	101934535.7	361.6412008	-475.6298526	736.4422841
61020		-229948766.4	-279970895.7	-69977395.7	1.703988401	0.931329664	0.782849335		106345730.7	-116773598.7	101978722.2	361.4997906	-475.6984927	736.3699913
