t		x	y	z	Vx	Vy	Vz		x	y	z	Vx	Vy	Vz
20820		-229994160.3	-279996511.6	-69997568.35	0.565572253	0.333479582	0.239201519		89935348.62	-98611533.23	71458355.41	454.0302766	-427.1052267	780.557696
20880		-229994126.4	-279996491.6	-69997554	0.567227487	0.334418022	0.239933376		89962590.43	-98637159.55	71505188.87	453.8957391	-427.1815031	780.4982107
20940		-229994092.3	-279996471.6	-69997539.6	0.568882862	0.335356329	0.240665475		89989824.18	-98662790.44	71552018.77	453.7611902	-427.2577687	780.4387056
21000		-229994058.2	-279996451.5	-69997525.16	0.570538377	0.336294503	0.241397817		90017049.85	-98688425.9	71598845.09	453.6266299	-427.3340236	780.3791809
21060		-229994024	-279996431.3	-69997510.68	0.572194033	0.337232545	0.2421304		90044267.45	-98714065.94	71645667.84	453.4920582	-427.4102676	780.3196365
21120		-229993989.6	-279996411	-69997496.15	0.57384983	0.338170454	0.242863226		90071476.97	-98739710.56	71692487.02	453.357475	-427.4865008	780.2600724
21180		-229993955.2	-279996390.8	-69997481.58	0.575505768	0.33910823	0.243596294		90098678.42	-98765359.75	71739302.62	453.2228804	-427.5627233	780.2004886
21240		-229993920.7	-279996370.4	-69997466.96	0.577161845	0.340045873	0.244329604		90125871.79	-98791013.51	71786114.65	453.0882743	-427.638935	780.1408852
21300		-229993886	-279996350	-69997452.3	0.578818064	0.340983383	0.245063156		90153057.09	-98816671.85	71832923.11	452.9536569	-427.7151358	780.081262
21360		-229993851.3	-279996329.5	-69997437.6	0.580474423	0.341920761	0.245796951		90180234.31	-98842334.76	71879727.98	452.819028	-427.7913259	780.0216192
21420		-229993816.5	-279996309	-69997422.85	0.582130922	0.342858006	0.246530987		90207403.45	-98868002.24	71926529.28	452.6843877	-427.8675052	779.9619567
21480		-229993781.6	-279996288.5	-69997408.06	0.583787562	0.343795117	0.247265266		90234564.51	-98893674.29	71973327	452.549736	-427.9436736	779.9022746
21540		-229993746.5	-279996267.8	-69997393.22	0.585444342	0.344732096	0.247999786		90261717.5	-98919350.91	72020121.13	452.4150729	-428.0198313	779.8425727
21600		-229993711.4	-279996247.1	-69997378.34	0.587101262	0.345668942	0.248734548		90288862.4	-98945032.1	72066911.69	452.2803984	-428.0959781	779.7828512
21660		-229993676.2	-279996226.4	-69997363.42	0.588758322	0.346605655	0.249469553		90315999.23	-98970717.86	72113698.66	452.1457125	-428.1721142	779.72311
21720		-229993640.8	-279996205.6	-69997348.45	0.590415523	0.347542235	0.250204799		90343127.97	-98996408.18	72160482.04	452.0110151	-428.2482394	779.6633492
21780		-229993605.4	-279996184.8	-69997333.44	0.592072864	0.348478682	0.250940288		90370248.63	-99022103.08	72207261.84	451.8763064	-428.3243538	779.6035687
21840		-229993569.9	-279996163.8	-69997318.38	0.593730345	0.349414996	0.251676018		90397361.21	-99047802.54	72254038.06	451.7415863	-428.4004575	779.5437685
21900		-229993534.3	-279996142.9	-69997303.28	0.595387966	0.350351177	0.252411991		90424465.7	-99073506.57	72300810.69	451.6068549	-428.4765502	779.4839486
21960		-229993498.6	-279996121.9	-69997288.14	0.597045728	0.351287224	0.253148205		90451562.12	-99099215.16	72347579.72	451.472112	-428.5526322	779.4241091
22020		-229993462.7	-279996100.8	-69997272.95	0.598703629	0.352223139	0.253884661		90478650.44	-99124928.32	72394345.17	451.3373578	-428.6287034	779.36425
22080		-229993426.8	-279996079.7	-69997257.72	0.60036167	0.35315892	0.254621359		90505730.68	-99150646.04	72441107.02	451.2025921	-428.7047637	779.3043711
22140		-229993390.8	-279996058.5	-69997242.44	0.602019851	0.354094569	0.255358299		90532802.84	-99176368.32	72487865.29	451.0678151	-428.7808132	779.2444726
22200		-229993354.7	-279996037.2	-69997227.12	0.603678172	0.355030084	0.256095481		90559866.91	-99202095.17	72534619.95	450.9330268	-428.8568519	779.1845545
22260		-229993318.4	-279996015.9	-69997211.75	0.605336633	0.355965466	0.256832904		90586922.89	-99227826.58	72581371.03	450.7982271	-428.9328798	779.1246167
22320		-229993282.1	-279995994.6	-69997196.34	0.606995234	0.356900714	0.257570569		90613970.78	-99253562.56	72628118.5	450.663416	-429.0088968	779.0646593
22380		-229993245.7	-279995973.1	-69997180.89	0.608653974	0.35783583	0.258308477		90641010.59	-99279303.09	72674862.38	450.5285935	-429.084903	779.0046822
22440		-229993209.2	-279995951.7	-69997165.39	0.610312854	0.358770812	0.259046625		90668042.3	-99305048.19	72721602.67	450.3937597	-429.1608983	778.9446854
22500		-229993172.6	-279995930.1	-69997149.84	0.611971874	0.35970566	0.259785016		90695065.93	-99330797.84	72768339.35	450.2589146	-429.2368829	778.884669
22560		-229993135.8	-279995908.6	-69997134.26	0.613631033	0.360640376	0.260523648		90722081.46	-99356552.05	72815072.43	450.124058	-429.3128566	778.8246329
22620		-229993099	-279995886.9	-69997118.63	0.615290332	0.361574958	0.261262522		90749088.91	-99382310.82	72861801.9	449.9891902	-429.3888194	778.7645773
22680		-229993062.1	-279995865.2	-69997102.95	0.616949771	0.362509407	0.262001638		90776088.26	-99408074.15	72908527.78	449.854311	-429.4647714	778.7045019
22740		-229993025.1	-279995843.5	-69997087.23	0.618609349	0.363443722	0.262740996		90803079.52	-99433842.04	72955250.05	449.7194205	-429.5407126	778.6444069
22800		-229992988	-279995821.7	-69997071.47	0.620269066	0.364377904	0.263480595		90830062.68	-99459614.48	73001968.71	449.5845186	-429.6166429	778.5842923
22860		-229992950.8	-279995799.8	-69997055.66	0.621928923	0.365311952	0.264220435		90857037.75	-99485391.48	73048683.77	449.4496054	-429.6925624	778.524158
22920		-229992913.4	-279995777.9	-69997039.8	0.623588919	0.366245867	0.264960517		90884004.73	-99511173.03	73095395.22	449.3146809	-429.768471	778.4640041
22980		-229992876	-279995755.9	-69997023.91	0.625249055	0.367179649	0.265700841		90910963.61	-99536959.14	73142103.06	449.179745	-429.8443688	778.4038306
23040		-229992838.5	-279995733.9	-69997007.96	0.62690933	0.368113297	0.266441407		90937914.4	-99562749.8	73188807.29	449.0447979	-429.9202557	778.3436374
23100		-229992800.9	-279995711.8	-69996991.98	0.628569744	0.369046811	0.267182214		90964857.08	-99588545.02	73235507.91	448.9098394	-429.9961317	778.2834246
23160		-229992763.2	-279995689.7	-69996975.95	0.630230297	0.369980192	0.267923262		90991791.67	-99614344.79	73282204.91	448.7748696	-430.071997	778.2231922
23220		-229992725.4	-279995667.5	-69996959.87	0.631890989	0.370913439	0.268664552		91018718.17	-99640149.11	73328898.31	448.6398885	-430.1478513	778.1629401
23280		-229992687.5	-279995645.2	-69996943.75	0.633551821	0.371846552	0.269406084		91045636.56	-99665957.98	73375588.08	448.504896	-430.2236948	778.1026684
23340		-229992649.4	-279995622.9	-69996927.59	0.635212792	0.372779532	0.270147857		91072546.85	-99691771.4	73422274.24	448.3698923	-430.2995274	778.0423771
23400		-229992611.3	-279995600.5	-69996911.38	0.636873901	0.373712379	0.270889871		91099449.05	-99717589.37	73468956.78	448.2348773	-430.3753492	777.9820662
23460		-229992573.1	-279995578.1	-69996895.13	0.63853515	0.374645091	0.271632127		91126343.14	-99743411.89	73515635.71	448.099851	-430.4511601	777.9217356
23520		-229992534.8	-279995555.6	-69996878.83	0.640196538	0.37557767	0.272374625		91153229.13	-99769238.96	73562311.01	447.9648134	-430.5269601	777.8613854
23580		-229992496.4	-279995533.1	-69996862.48	0.641858064	0.376510115	0.273117363		91180107.02	-99795070.58	73608982.7	447.8297645	-430.6027493	777.8010156
23640		-229992457.9	-279995510.5	-69996846.1	0.643519729	0.377442427	0.273860343		91206976.81	-99820906.74	73655650.76	447.6947043	-430.6785275	777.7406261
23700		-229992419.3	-279995487.9	-69996829.67	0.645181534	0.378374604	0.274603565		91233838.49	-99846747.46	73702315.19	447.5596328	-430.754295	777.6802171
23760		-229992380.6	-279995465.1	-69996813.19	0.646843476	0.379306648	0.275347028		91260692.07	-99872592.71	73748976.01	447.42455	-430.8300515	777.6197884
23820		-229992341.8	-279995442.4	-69996796.67	0.648505558	0.380238558	0.276090732		91287537.54	-99898442.52	73795633.2	447.289456	-430.9057971	777.5593401
23880		-229992302.8	-279995419.6	-69996780.1	0.650167779	0.381170334	0.276834677		91314374.91	-99924296.87	73842286.76	447.1543507	-430.9815319	777.4988722
23940		-229992263.8	-279995396.7	-69996763.49	0.651830138	0.382101976	0.277578864		91341204.17	-99950155.76	73888936.69	447.0192341	-431.0572558	777.4383847
24000		-229992224.7	-279995373.8	-69996746.84	0.653492635	0.383033484	0.278323292		91368025.32	-99976019.19	73935582.99	446.8841063	-431.1329688	777.3778776
24060		-229992185.5	-279995350.8	-69996730.14	0.655155271	0.383964859	0.279067961		91394838.37	-100001887.2	73982225.66	446.7489672	-431.208671	777.3173508
24120		-229992146.2	-279995327.8	-69996713.4	0.656818046	0.384896099	0.279812872		91421643.31	-100027759.7	74028864.7	446.6138168	-431.2843622	777.2568045
24180		-229992106.8	-279995304.7	-69996696.61	0.658480959	0.385827206	0.280558024		91448440.13	-100053636.8	74075500.11	446.4786552	-431.3600425	777.1962386
24240		-229992067.3	-279995281.5	-69996679.77	0.660144011	0.386758178	0.281303416		91475228.85	-100079518.4	74122131.89	446.3434823	-431.435712	777.135653
24300		-229992027.7	-279995258.3	-69996662.89	0.661807201	0.387689016	0.282049051		91502009.46	-100105404.5	74168760.03	446.2082982	-431.5113706	777.0750479
24360		-229991988	-279995235.1	-69996645.97	0.663470529	0.388619721	0.282794926		91528781.96	-100131295.2	74215384.53	446.0731029	-431.5870182	777.0144231
24420		-229991948.2	-279995211.7	-69996629	0.665133996	0.389550291	0.283541042		91555546.35	-100157190.4	74262005.39	445.9378963	-431.662655	776.9537788
24480		-229991908.3	-279995188.4	-69996611.99	0.666797601	0.390480727	0.2842874		91582302.62	-100183090.2	74308622.62	445.8026784	-431.7382809	776.8931148
24540		-229991868.2	-279995164.9	-69996594.93	0.668461344	0.391411029	0.285033998		91609050.78	-100208994.5	74355236.21	445.6674493	-431.8138958	776.8324313
24600		-229991828.1	-279995141.4	-69996577.83	0.670125225	0.392341197	0.285780838		91635790.83	-100234903.3	74401846.15	445.532209	-431.8894999	776.7717281
24660		-229991787.9	-279995117.9	-69996560.69	0.671789245	0.393271231	0.286527919		91662522.76	-100260816.7	74448452.46	445.3969575	-431.9650931	776.7110054
24720		-229991747.6	-279995094.3	-69996543.49	0.673453403	0.39420113	0.28727524		91689246.58	-100286734.6	74495055.12	445.2616947	-432.0406753	776.6502631
24780		-229991707.2	-279995070.7	-69996526.26	0.675117698	0.395130896	0.288022803		91715962.28	-100312657	74541654.13	445.1264208	-432.1162467	776.5895011
24840		-229991666.7	-279995047	-69996508.98	0.676782132	0.396060527	0.288770607		91742669.86	-100338584	74588249.5	444.9911356	-432.1918071	776.5287196
24900		-229991626.1	-279995023.2	-69996491.65	0.678446703	0.396990024	0.289518652		91769369.33	-100364515.5	74634841.23	444.8558392	-432.2673566	776.4679185
24960		-229991585.4	-279994999.4	-69996474.28	0.680111413	0.397919386	0.290266937		91796060.68	-100390451.5	74681429.3	444.7205315	-432.3428952	776.4070979
25020		-229991544.6	-279994975.5	-69996456.86	0.68177626	0.398848614	0.291015464		91822743.92	-100416392.1	74728013.73	444.5852127	-432.4184229	776.3462576
25080		-229991503.7	-279994951.6	-69996439.4	0.683441246	0.399777708	0.291764232		91849419.03	-100442337.2	74774594.5	444.4498827	-432.4939397	776.2853978
25140		-229991462.7	-279994927.6	-69996421.9	0.685106369	0.400706668	0.29251324		91876086.02	-100468286.8	74821171.63	444.3145414	-432.5694455	776.2245183
25200		-229991421.6	-279994903.5	-69996404.35	0.68677163	0.401635493	0.293262489		91902744.89	-100494241	74867745.1	444.179189	-432.6449405	776.1636193
25260		-229991380.4	-279994879.4	-69996386.75	0.688437028	0.402564184	0.29401198		91929395.64	-100520199.7	74914314.92	444.0438254	-432.7204245	776.1027007
25320		-229991339.1	-279994855.3	-69996369.11	0.690102564	0.40349274	0.294761711		91956038.27	-100546162.9	74960881.08	443.9084506	-432.7958975	776.0417626
25380		-229991297.6	-279994831.1	-69996351.42	0.691768238	0.404421162	0.295511683		91982672.78	-100572130.7	75007443.58	443.7730646	-432.8713597	775.9808048
25440		-229991256.1	-279994806.8	-69996333.69	0.69343405	0.40534945	0.296261896		92009299.17	-100598103	75054002.43	443.6376674	-432.9468109	775.9198275
25500		-229991214.5	-279994782.5	-69996315.92	0.695099999	0.406277602	0.297012349		92035917.43	-100624079.8	75100557.62	443.502259	-433.0222512	775.8588307
25560		-229991172.8	-279994758.1	-69996298.1	0.696766085	0.407205621	0.297763043		92062527.56	-100650061.1	75147109.15	443.3668395	-433.0976805	775.7978142
25620		-229991131	-279994733.7	-69996280.23	0.698432309	0.408133505	0.298513978		92089129.57	-100676047	75193657.02	443.2314088	-433.173099	775.7367782
25680		-229991089.1	-279994709.2	-69996262.32	0.70009867	0.409061254	0.299265154		92115723.46	-100702037.4	75240201.23	443.0959669	-433.2485064	775.6757226
25740		-229991047.1	-279994684.6	-69996244.36	0.701765169	0.409988869	0.300016571		92142309.21	-100728032.3	75286741.77	442.9605138	-433.323903	775.6146475
25800		-229991005	-279994660	-69996226.36	0.703431805	0.410916349	0.300768228		92168886.84	-100754031.7	75333278.65	442.8250496	-433.3992886	775.5535528
25860		-229990962.8	-279994635.4	-69996208.32	0.705098578	0.411843694	0.301520126		92195456.35	-100780035.7	75379811.86	442.6895743	-433.4746632	775.4924385
25920		-229990920.5	-279994610.7	-69996190.22	0.706765489	0.412770905	0.302272264		92222017.72	-100806044.1	75426341.41	442.5540877	-433.5500269	775.4313046
25980		-229990878.1	-279994585.9	-69996172.09	0.708432537	0.413697981	0.303024644		92248570.97	-100832057.1	75472867.29	442.4185901	-433.6253797	775.3701512
26040		-229990835.6	-279994561.1	-69996153.91	0.710099722	0.414624922	0.303777263		92275116.08	-100858074.7	75519389.5	442.2830812	-433.7007215	775.3089783
26100		-229990793	-279994536.2	-69996135.68	0.711767044	0.415551729	0.304530124		92301653.07	-100884096.7	75565908.03	442.1475613	-433.7760524	775.2477858
26160		-229990750.3	-279994511.3	-69996117.41	0.713434503	0.416478401	0.305283225		92328181.92	-100910123.3	75612422.9	442.0120302	-433.8513723	775.1865737
26220		-229990707.5	-279994486.3	-69996099.09	0.715102099	0.417404938	0.306036566		92354702.64	-100936154.4	75658934.1	441.8764879	-433.9266812	775.1253421
26280		-229990664.6	-279994461.2	-69996080.73	0.716769832	0.41833134	0.306790149		92381215.23	-100962190	75705441.62	441.7409345	-434.0019792	775.0640909
26340		-229990621.6	-279994436.1	-69996062.32	0.718437702	0.419257608	0.307543971		92407719.69	-100988230.1	75751945.46	441.60537	-434.0772662	775.0028202
26400		-229990578.4	-279994411	-69996043.87	0.720105709	0.42018374	0.308298034		92434216.01	-101014274.7	75798445.63	441.4697944	-434.1525423	774.94153
26460		-229990535.2	-279994385.8	-69996025.37	0.721773853	0.421109738	0.309052338		92460704.2	-101040323.9	75844942.12	441.3342076	-434.2278074	774.8802202
26520		-229990491.9	-279994360.5	-69996006.83	0.723442134	0.422035601	0.309806882		92487184.25	-101066377.5	75891434.94	441.1986097	-434.3030616	774.8188908
26580		-229990448.5	-279994335.2	-69995988.24	0.725110551	0.422961328	0.310561666		92513656.17	-101092435.7	75937924.07	441.0630007	-434.3783048	774.7575419
26640		-229990405	-279994309.8	-69995969.61	0.726779106	0.423886921	0.311316691		92540119.95	-101118498.4	75984409.52	440.9273806	-434.453537	774.6961735
26700		-229990361.4	-279994284.4	-69995950.93	0.728447796	0.424812379	0.312071957		92566575.59	-101144565.6	76030891.29	440.7917494	-434.5287582	774.6347855
26760		-229990317.7	-279994258.9	-69995932.2	0.730116624	0.425737702	0.312827462		92593023.1	-101170637.4	76077369.38	440.656107	-434.6039685	774.573378
26820		-229990273.9	-279994233.3	-69995913.43	0.731785588	0.42666289	0.313583209		92619462.46	-101196713.6	76123843.78	440.5204536	-434.6791678	774.5119509
26880		-229990230	-279994207.7	-69995894.62	0.733454689	0.427587943	0.314339195		92645893.69	-101222794.3	76170314.5	440.3847891	-434.7543561	774.4505043
26940		-229990186	-279994182.1	-69995875.76	0.735123926	0.428512861	0.315095422		92672316.78	-101248879.6	76216781.53	440.2491134	-434.8295334	774.3890382
27000		-229990141.9	-279994156.4	-69995856.85	0.7367933	0.429437644	0.315851889		92698731.72	-101274969.4	76263244.87	440.1134267	-434.9046998	774.3275525
27060		-229990097.7	-279994130.6	-69995837.9	0.73846281	0.430362291	0.316608596		92725138.53	-101301063.7	76309704.53	439.9777289	-434.9798551	774.2660473
27120		-229990053.4	-279994104.8	-69995818.9	0.740132457	0.431286804	0.317365544		92751537.19	-101327162.4	76356160.49	439.84202	-435.0549995	774.2045226
27180		-229990009	-279994078.9	-69995799.86	0.741802239	0.432211181	0.318122732		92777927.71	-101353265.7	76402612.76	439.7063	-435.1301329	774.1429784
27240		-229989964.4	-279994053	-69995780.78	0.743472159	0.433135423	0.31888016		92804310.09	-101379373.6	76449061.34	439.5705689	-435.2052554	774.0814146
27300		-229989919.8	-279994027	-69995761.64	0.745142214	0.43405953	0.319637828		92830684.33	-101405485.9	76495506.22	439.4348268	-435.2803668	774.0198313
27360		-229989875.1	-279994001	-69995742.46	0.746812406	0.434983502	0.320395737		92857050.42	-101431602.7	76541947.41	439.2990736	-435.3554672	773.9582285
27420		-229989830.3	-279993974.9	-69995723.24	0.748482734	0.435907338	0.321153886		92883408.36	-101457724	76588384.91	439.1633093	-435.4305567	773.8966061
27480		-229989785.4	-279993948.7	-69995703.97	0.750153198	0.436831039	0.321912275		92909758.16	-101483849.9	76634818.7	439.0275339	-435.5056351	773.8349643
27540		-229989740.4	-279993922.5	-69995684.66	0.751823798	0.437754605	0.322670904		92936099.81	-101509980.2	76681248.8	438.8917475	-435.5807026	773.7733029
27600		-229989695.3	-279993896.2	-69995665.3	0.753494534	0.438678036	0.323429773		92962433.32	-101536115	76727675.2	438.7559501	-435.655759	773.711622
27660		-229989650.1	-279993869.9	-69995645.89	0.755165406	0.439601331	0.324188882		92988758.67	-101562254.4	76774097.9	438.6201416	-435.7308045	773.6499216
27720		-229989604.8	-279993843.5	-69995626.44	0.756836414	0.440524491	0.324948231		93015075.88	-101588398.2	76820516.89	438.484322	-435.8058389	773.5882016
27780		-229989559.4	-279993817.1	-69995606.94	0.758507558	0.441447515	0.325707821		93041384.94	-101614546.6	76866932.18	438.3484914	-435.8808623	773.5264622
27840		-229989513.9	-279993790.6	-69995587.4	0.760178838	0.442370404	0.32646765		93067685.85	-101640699.4	76913343.77	438.2126497	-435.9558748	773.4647032
27900		-229989468.2	-279993764.1	-69995567.81	0.761850254	0.443293158	0.32722772		93093978.61	-101666856.8	76959751.65	438.076797	-436.0308762	773.4029248
27960		-229989422.5	-279993737.5	-69995548.18	0.763521806	0.444215776	0.327988029		93120263.22	-101693018.6	77006155.83	437.9409332	-436.1058666	773.3411268
28020		-229989376.7	-279993710.8	-69995528.5	0.765193493	0.445138258	0.328748578		93146539.67	-101719185	77052556.3	437.8050585	-436.180846	773.2793093
28080		-229989330.8	-279993684.1	-69995508.77	0.766865316	0.446060605	0.329509368		93172807.98	-101745355.8	77098953.06	437.6691727	-436.2558144	773.2174724
28140		-229989284.8	-279993657.3	-69995489	0.768537275	0.446982817	0.330270397		93199068.13	-101771531.2	77145346.1	437.5332758	-436.3307718	773.1556159
28200		-229989238.7	-279993630.5	-69995469.19	0.770209369	0.447904893	0.331031666		93225320.12	-101797711	77191735.44	437.397368	-436.4057181	773.0937399
28260		-229989192.5	-279993603.7	-69995449.33	0.771881599	0.448826833	0.331793176		93251563.96	-101823895.4	77238121.06	437.2614491	-436.4806535	773.0318444
28320		-229989146.2	-279993576.7	-69995429.42	0.773553964	0.449748638	0.332554925		93277799.65	-101850084.2	77284502.98	437.1255192	-436.5555778	772.9699295
28380		-229989099.7	-279993549.7	-69995409.46	0.775226465	0.450670307	0.333316913		93304027.18	-101876277.6	77330881.17	436.9895783	-436.630491	772.907995
28440		-229989053.2	-279993522.7	-69995389.47	0.776899102	0.45159184	0.334079142		93330246.56	-101902475.4	77377255.65	436.8536264	-436.7053933	772.846041
28500		-229989006.6	-279993495.6	-69995369.42	0.778571874	0.452513238	0.334841611		93356457.78	-101928677.7	77423626.41	436.7176634	-436.7802845	772.7840676
28560		-229988959.9	-279993468.4	-69995349.33	0.780244781	0.4534345	0.335604319		93382660.83	-101954884.5	77469993.46	436.5816895	-436.8551647	772.7220746
28620		-229988913.1	-279993441.2	-69995329.19	0.781917823	0.454355627	0.336367267		93408855.74	-101981095.8	77516356.78	436.4457046	-436.9300339	772.6600622
28680		-229988866.2	-279993414	-69995309.01	0.783591001	0.455276617	0.337130455		93435042.48	-102007311.6	77562716.39	436.3097087	-437.004892	772.5980302
28740		-229988819.2	-279993386.7	-69995288.78	0.785264314	0.456197472	0.337893883		93461221.06	-102033531.9	77609072.27	436.1737017	-437.0797391	772.5359788
28800		-229988772	-279993359.3	-69995268.51	0.786937762	0.457118191	0.33865755		93487391.48	-102059756.7	77655424.43	436.0376838	-437.1545752	772.4739079
28860		-229988724.8	-279993331.9	-69995248.19	0.788611346	0.458038774	0.339421458		93513553.74	-102085986	77701772.86	435.901655	-437.2294002	772.4118175
28920		-229988677.5	-279993304.4	-69995227.83	0.790285064	0.458959222	0.340185604		93539707.84	-102112219.7	77748117.57	435.7656151	-437.3042142	772.3497077
28980		-229988630.1	-279993276.8	-69995207.41	0.791958918	0.459879533	0.340949991		93565853.78	-102138458	77794458.55	435.6295642	-437.3790171	772.2875783
29040		-229988582.6	-279993249.3	-69995186.96	0.793632906	0.460799709	0.341714617		93591991.55	-102164700.7	77840795.81	435.4935024	-437.453809	772.2254295
29100		-229988535	-279993221.6	-69995166.45	0.79530703	0.461719748	0.342479483		93618121.16	-102190948	77887129.33	435.3574296	-437.5285899	772.1632612
29160		-229988487.2	-279993193.9	-69995145.91	0.796981288	0.462639652	0.343244588		93644242.61	-102217199.7	77933459.13	435.2213458	-437.6033596	772.1010734
29220		-229988439.4	-279993166.1	-69995125.31	0.798655682	0.46355942	0.344009933		93670355.89	-102243455.9	77979785.19	435.0852511	-437.6781184	772.0388661
29280		-229988391.5	-279993138.3	-69995104.67	0.80033021	0.464479052	0.344775518		93696461.01	-102269716.6	78026107.52	434.9491454	-437.7528661	771.9766394
29340		-229988343.5	-279993110.5	-69995083.98	0.802004873	0.465398547	0.345541342		93722557.95	-102295981.7	78072426.12	434.8130288	-437.8276027	771.9143932
29400		-229988295.4	-279993082.5	-69995063.25	0.803679671	0.466317907	0.346307405		93748646.74	-102322251.4	78118740.99	434.6769012	-437.9023283	771.8521276
29460		-229988247.1	-279993054.6	-69995042.47	0.805354604	0.467237131	0.347073709		93774727.35	-102348525.5	78165052.11	434.5407626	-437.9770428	771.7898424
29520		-229988198.8	-279993026.5	-69995021.65	0.807029671	0.468156218	0.347840251		93800799.8	-102374804.2	78211359.5	434.4046131	-438.0517463	771.7275378
29580		-229988150.4	-279992998.4	-69995000.78	0.808704873	0.46907517	0.348607033		93826864.07	-102401087.3	78257663.16	434.2684527	-438.1264387	771.6652138
29640		-229988101.9	-279992970.3	-69994979.86	0.810380209	0.469993985	0.349374055		93852920.18	-102427374.9	78303963.07	434.1322813	-438.20112	771.6028702
29700		-229988053.3	-279992942.1	-69994958.9	0.81205568	0.470912665	0.350141316		93878968.12	-102453666.9	78350259.24	433.996099	-438.2757903	771.5405072
29760		-229988004.5	-279992913.8	-69994937.89	0.813731286	0.471831208	0.350908816		93905007.88	-102479963.5	78396551.67	433.8599057	-438.3504495	771.4781248
29820		-229987955.7	-279992885.5	-69994916.84	0.815407026	0.472749614	0.351676556		93931039.48	-102506264.5	78442840.36	433.7237015	-438.4250976	771.4157229
29880		-229987906.8	-279992857.2	-69994895.74	0.817082901	0.473667885	0.352444535		93957062.9	-102532570	78489125.3	433.5874864	-438.4997346	771.3533015
29940		-229987857.8	-279992828.7	-69994874.59	0.818758909	0.474586019	0.353212754		93983078.15	-102558880	78535406.5	433.4512604	-438.5743606	771.2908607
30000		-229987808.6	-279992800.3	-69994853.4	0.820435053	0.475504018	0.353981212		94009085.22	-102585194.5	78581683.95	433.3150234	-438.6489755	771.2284004
30060		-229987759.4	-279992771.7	-69994832.16	0.82211133	0.476421879	0.354749909		94035084.13	-102611513.4	78627957.66	433.1787756	-438.7235793	771.1659207
30120		-229987710.1	-279992743.2	-69994810.87	0.823787742	0.477339605	0.355518846		94061074.85	-102637836.8	78674227.61	433.0425168	-438.7981721	771.1034215
30180		-229987660.7	-279992714.5	-69994789.54	0.825464288	0.478257194	0.356288021		94087057.4	-102664164.7	78720493.82	432.9062471	-438.8727538	771.0409029
30240		-229987611.1	-279992685.8	-69994768.16	0.827140968	0.479174647	0.357057436		94113031.78	-102690497.1	78766756.27	432.7699665	-438.9473243	770.9783648
30300		-229987561.5	-279992657.1	-69994746.74	0.828817782	0.480091963	0.357827091		94138997.98	-102716833.9	78813014.97	432.633675	-439.0218838	770.9158073
30360		-229987511.8	-279992628.3	-69994725.27	0.830494731	0.481009143	0.358596984		94164956	-102743175.2	78859269.92	432.4973726	-439.0964322	770.8532304
30420		-229987461.9	-279992599.4	-69994703.76	0.832171813	0.481926187	0.359367117		94190905.84	-102769521	78905521.12	432.3610593	-439.1709696	770.790634
30480		-229987412	-279992570.5	-69994682.19	0.83384903	0.482843094	0.360137489		94216847.5	-102795871.3	78951768.55	432.2247351	-439.2454958	770.7280181
30540		-229987362	-279992541.5	-69994660.58	0.83552638	0.483759865	0.3609081		94242780.99	-102822226	78998012.24	432.0884001	-439.3200109	770.6653828
30600		-229987311.8	-279992512.5	-69994638.93	0.837203864	0.484676499	0.36167895		94268706.29	-102848585.2	79044252.16	431.9520541	-439.394515	770.6027281
30660		-229987261.6	-279992483.4	-69994617.23	0.838881482	0.485592996	0.362450039		94294623.41	-102874948.9	79090488.32	431.8156973	-439.4690079	770.540054
30720		-229987211.3	-279992454.3	-69994595.48	0.840559234	0.486509358	0.363221368		94320532.36	-102901317	79136720.73	431.6793296	-439.5434898	770.4773604
30780		-229987160.8	-279992425.1	-69994573.69	0.84223712	0.487425582	0.363992935		94346433.12	-102927689.6	79182949.37	431.542951	-439.6179605	770.4146474
30840		-229987110.3	-279992395.8	-69994551.85	0.84391514	0.48834167	0.364764742		94372325.69	-102954066.7	79229174.25	431.4065615	-439.6924201	770.3519149
30900		-229987059.7	-279992366.5	-69994529.96	0.845593293	0.489257621	0.365536787		94398210.09	-102980448.2	79275395.36	431.2701612	-439.7668687	770.289163
30960		-229987008.9	-279992337.2	-69994508.03	0.84727158	0.490173436	0.366309072		94424086.3	-103006834.2	79321612.71	431.13375	-439.8413061	770.2263917
31020		-229986958.1	-279992307.8	-69994486.05	0.84895	0.491089114	0.367081596		94449954.32	-103033224.7	79367826.29	430.997328	-439.9157324	770.163601
31080		-229986907.2	-279992278.3	-69994464.03	0.850628554	0.492004655	0.367854358		94475814.16	-103059619.7	79414036.11	430.8608951	-439.9901476	770.1007908
31140		-229986856.1	-279992248.8	-69994441.96	0.852307242	0.49292006	0.36862736		94501665.81	-103086019.1	79460242.16	430.7244513	-440.0645517	770.0379612
31200		-229986805	-279992219.2	-69994419.84	0.853986063	0.493835328	0.3694006		94527509.28	-103112422.9	79506444.44	430.5879967	-440.1389447	769.9751122
31260		-229986753.8	-279992189.6	-69994397.68	0.855665018	0.494750459	0.37017408		94553344.56	-103138831.3	79552642.94	430.4515312	-440.2133266	769.9122438
31320		-229986702.4	-279992159.9	-69994375.46	0.857344105	0.495665453	0.370947798		94579171.65	-103165244.1	79598837.68	430.3150549	-440.2876974	769.849356
